example_id,mode,truncated,informativeness,clarity,plausibility,faithfulness,model_name
28,reference_based,False,2.9199159145355225,3.7893433570861816,3.7990238666534424,2.976663112640381,aya-expanse:8b
29,reference_based,False,3.911714792251587,3.710690975189209,3.861851453781128,3.1639461517333984,aya-expanse:8b
30,reference_based,False,2.468843460083008,2.951368808746338,2.860347270965576,2.2680845260620117,aya-expanse:8b
31,reference_based,False,3.3815832138061523,4.103818893432617,4.0354437828063965,3.0346665382385254,aya-expanse:8b
32,reference_based,False,4.173839569091797,4.80185079574585,4.82346773147583,4.429743766784668,aya-expanse:8b
33,reference_based,False,4.121644973754883,4.339376449584961,4.493249893188477,3.9137954711914062,aya-expanse:8b
34,reference_based,False,3.9276554584503174,4.149542808532715,4.256403923034668,3.63228702545166,aya-expanse:8b
35,reference_based,False,3.857607364654541,4.135297775268555,4.224114418029785,3.176295280456543,aya-expanse:8b
36,reference_based,False,2.5025887489318848,4.738620758056641,4.497660160064697,3.7788331508636475,aya-expanse:8b
37,reference_based,False,2.1375749111175537,3.7171247005462646,3.6864266395568848,2.4079132080078125,aya-expanse:8b
38,reference_based,False,3.1858768463134766,3.5083367824554443,3.6955957412719727,2.881877899169922,aya-expanse:8b
39,reference_based,False,3.000822067260742,3.963103771209717,3.919898271560669,2.6015706062316895,aya-expanse:8b
40,reference_based,False,3.6636128425598145,3.9873621463775635,4.060561180114746,3.0076169967651367,aya-expanse:8b
41,reference_based,False,3.577735185623169,4.213803768157959,4.212527751922607,3.1754701137542725,aya-expanse:8b
42,reference_based,False,3.533383369445801,4.197947978973389,4.1967878341674805,3.6358230113983154,aya-expanse:8b
43,reference_based,False,2.221895694732666,3.6478352546691895,3.201333522796631,2.145596504211426,aya-expanse:8b
44,reference_based,False,2.4999985694885254,4.032506942749023,3.8932926654815674,2.873744487762451,aya-expanse:8b
45,reference_based,False,3.2345080375671387,3.649123430252075,3.933879852294922,3.334073305130005,aya-expanse:8b
46,reference_based,False,3.488799810409546,4.214389324188232,4.160016059875488,3.414116859436035,aya-expanse:8b
47,reference_based,False,2.9173197746276855,4.0970611572265625,4.19468879699707,2.7867727279663086,aya-expanse:8b
48,reference_based,False,2.8022942543029785,3.7152116298675537,3.6517059803009033,2.5716660022735596,aya-expanse:8b
49,reference_based,False,3.6797397136688232,4.283415794372559,4.253631591796875,3.2525718212127686,aya-expanse:8b
50,reference_based,False,3.6722514629364014,3.9570798873901367,3.9752421379089355,2.8844780921936035,aya-expanse:8b
51,reference_based,False,4.034031867980957,3.957563877105713,4.141951560974121,3.452070474624634,aya-expanse:8b
52,reference_based,False,3.570732355117798,4.15291690826416,4.333523750305176,3.071859836578369,aya-expanse:8b
53,reference_based,False,3.34633207321167,3.981938123703003,4.149349689483643,3.129859685897827,aya-expanse:8b
54,reference_based,False,3.0391547679901123,3.8757572174072266,3.7573773860931396,2.7327184677124023,aya-expanse:8b
55,reference_based,False,2.606315851211548,4.178759574890137,4.349484920501709,2.5888671875,aya-expanse:8b
56,reference_based,False,3.583489179611206,3.749394178390503,3.9214026927948,3.0977046489715576,aya-expanse:8b
57,reference_based,False,3.5159106254577637,3.979403018951416,3.972090244293213,3.084578514099121,aya-expanse:8b
58,reference_based,False,3.233731746673584,3.7833006381988525,3.8579719066619873,3.039674997329712,aya-expanse:8b
59,reference_based,False,3.020522117614746,4.231998443603516,4.0789995193481445,3.333421230316162,aya-expanse:8b
60,reference_based,False,2.98398494720459,3.9761619567871094,3.740938901901245,2.6484358310699463,aya-expanse:8b
61,reference_based,False,3.516676902770996,3.921964645385742,3.9930570125579834,3.0634491443634033,aya-expanse:8b
62,reference_based,False,3.3007054328918457,3.8237392902374268,3.874268054962158,2.9830241203308105,aya-expanse:8b
63,reference_based,False,3.981084108352661,4.839324474334717,4.869152545928955,4.5096845626831055,aya-expanse:8b
64,reference_based,False,3.2017109394073486,4.140236854553223,3.9882376194000244,2.846632957458496,aya-expanse:8b
65,reference_based,False,3.9526045322418213,4.034192085266113,4.1028923988342285,3.1797964572906494,aya-expanse:8b
66,reference_based,False,3.199820041656494,3.7903759479522705,3.880349636077881,3.0832407474517822,aya-expanse:8b
67,reference_based,False,2.7329723834991455,3.723423719406128,3.7512848377227783,2.794140338897705,aya-expanse:8b
68,reference_based,False,3.576072931289673,3.852822780609131,3.996872663497925,2.9356589317321777,aya-expanse:8b
69,reference_based,False,4.743051052093506,4.675529479980469,4.782354354858398,4.401534080505371,aya-expanse:8b
70,reference_based,False,2.355443239212036,3.1054255962371826,2.8845391273498535,2.215308666229248,aya-expanse:8b
71,reference_based,False,3.336988925933838,3.9638240337371826,4.107819557189941,3.6049418449401855,aya-expanse:8b
72,reference_based,False,1.9956233501434326,3.6377458572387695,3.7576205730438232,2.208106517791748,aya-expanse:8b
73,reference_based,False,2.602609157562256,4.187593460083008,4.260396480560303,3.846575975418091,aya-expanse:8b
74,reference_based,False,3.21132493019104,3.9124438762664795,3.985480308532715,2.7802531719207764,aya-expanse:8b
75,reference_based,False,3.2670626640319824,4.140565872192383,4.140560150146484,3.6651339530944824,aya-expanse:8b
76,reference_based,False,2.7539377212524414,4.877734184265137,4.826933860778809,4.319472312927246,aya-expanse:8b
77,reference_based,False,2.8745713233947754,4.10917854309082,4.049514293670654,3.3136188983917236,aya-expanse:8b
78,reference_based,False,4.184985160827637,4.622252941131592,4.6360344886779785,3.668666124343872,aya-expanse:8b
79,reference_based,False,3.6431517601013184,4.066765785217285,4.219170570373535,3.4579105377197266,aya-expanse:8b
80,reference_based,False,2.5850722789764404,4.012783050537109,3.8834266662597656,2.9994325637817383,aya-expanse:8b
81,reference_based,False,3.6963562965393066,3.746792793273926,3.9964957237243652,3.4435765743255615,aya-expanse:8b
82,reference_based,False,3.693342924118042,3.9833128452301025,4.198701858520508,3.6911420822143555,aya-expanse:8b
83,reference_based,False,3.6373140811920166,4.004369735717773,4.044694900512695,3.150078058242798,aya-expanse:8b
84,reference_based,False,3.7365963459014893,3.9691224098205566,4.074217796325684,3.418635845184326,aya-expanse:8b
85,reference_based,False,4.195843696594238,4.341154098510742,4.496795177459717,3.8141229152679443,aya-expanse:8b
86,reference_based,False,2.726562261581421,3.5409247875213623,3.80307936668396,2.7343220710754395,aya-expanse:8b
87,reference_based,False,2.405369281768799,3.26692795753479,3.5273327827453613,2.469705104827881,aya-expanse:8b
88,reference_based,False,3.8382835388183594,3.8917298316955566,4.0259175300598145,3.0464823246002197,aya-expanse:8b
89,reference_based,False,3.4246222972869873,4.062095642089844,4.075767517089844,3.339425802230835,aya-expanse:8b
90,reference_based,False,4.601106643676758,4.72389030456543,4.794567584991455,3.6767578125,aya-expanse:8b
91,reference_based,False,2.8000802993774414,4.927882194519043,4.92536735534668,4.738393783569336,aya-expanse:8b
92,reference_based,False,2.8845436573028564,4.063350677490234,4.0066328048706055,3.218590497970581,aya-expanse:8b
93,reference_based,False,3.11810302734375,3.888129472732544,3.984530210494995,2.9295551776885986,aya-expanse:8b
94,reference_based,False,3.1974401473999023,3.868765115737915,3.8080620765686035,2.795321226119995,aya-expanse:8b
95,reference_based,False,3.5373952388763428,4.050248146057129,4.0913591384887695,2.8864636421203613,aya-expanse:8b
96,reference_based,False,3.402068853378296,3.911036729812622,3.9461042881011963,2.975665807723999,aya-expanse:8b
97,reference_based,False,3.324458360671997,4.399445533752441,4.173338890075684,3.353269577026367,aya-expanse:8b
98,reference_based,False,2.9626049995422363,4.2784318923950195,4.168863773345947,3.4848170280456543,aya-expanse:8b
99,reference_based,False,3.271920680999756,3.9959120750427246,3.994986057281494,2.9257311820983887,aya-expanse:8b
100,source_grounded,False,3.5885066986083984,3.372558355331421,3.6886556148529053,3.415290355682373,gemma4:e4b
101,source_grounded,False,2.35422945022583,4.018593788146973,4.2092976570129395,3.4926350116729736,gemma4:e4b
102,source_grounded,False,4.112058639526367,3.6140296459198,3.714850902557373,3.2739810943603516,gemma4:e4b
103,source_grounded,False,2.6856489181518555,4.291168212890625,4.265293121337891,3.429137945175171,gemma4:e4b
104,source_grounded,False,2.1044201850891113,2.350468635559082,2.4432859420776367,2.1443047523498535,gemma4:e4b
105,source_grounded,False,3.548718214035034,3.759350061416626,4.054379463195801,4.020160675048828,gemma4:e4b
106,source_grounded,False,4.222028732299805,3.4201817512512207,3.7187681198120117,3.5332136154174805,gemma4:e4b
107,source_grounded,False,3.063612222671509,3.3018534183502197,3.559906005859375,2.902801513671875,gemma4:e4b
108,source_grounded,False,2.9308021068573,3.961637496948242,4.088446140289307,3.6364967823028564,gemma4:e4b
109,source_grounded,False,2.6611013412475586,3.6311235427856445,3.5263848304748535,2.5971713066101074,gemma4:e4b
110,source_grounded,False,3.86409330368042,3.5707967281341553,3.8745851516723633,3.732210636138916,gemma4:e4b
111,source_grounded,False,3.7816812992095947,3.9387218952178955,3.978905200958252,3.1352410316467285,gemma4:e4b
112,source_grounded,False,3.0132739543914795,3.9677321910858154,4.019874095916748,3.2117867469787598,gemma4:e4b
113,source_grounded,False,4.499748229980469,4.168573379516602,4.159351348876953,3.8479928970336914,gemma4:e4b
114,source_grounded,False,2.185481309890747,3.4414987564086914,3.4093997478485107,2.2174673080444336,gemma4:e4b
115,source_grounded,False,1.3028695583343506,1.5682353973388672,1.5622003078460693,1.2988909482955933,gemma4:e4b
116,source_grounded,False,2.5238146781921387,3.221365451812744,3.0620994567871094,2.332305431365967,gemma4:e4b
117,source_grounded,False,3.645838975906372,3.134504556655884,3.5590221881866455,3.2319514751434326,gemma4:e4b
118,source_grounded,False,3.3278286457061768,3.049262523651123,3.726872444152832,3.583465814590454,gemma4:e4b
119,source_grounded,False,2.66402268409729,4.778303146362305,4.8215179443359375,4.510227203369141,gemma4:e4b
120,source_grounded,False,2.3444623947143555,4.931623935699463,4.923676490783691,4.772737503051758,gemma4:e4b
121,source_grounded,False,2.1374716758728027,3.456341505050659,3.3167502880096436,2.257197141647339,gemma4:e4b
122,source_grounded,False,2.3826584815979004,4.914453029632568,4.883567810058594,4.671302318572998,gemma4:e4b
123,source_grounded,False,2.4865901470184326,2.825810432434082,3.1595065593719482,2.5261013507843018,gemma4:e4b
124,source_grounded,False,2.1241846084594727,4.747032165527344,4.319845199584961,3.124797821044922,gemma4:e4b
125,source_grounded,False,3.872292995452881,3.4243879318237305,3.7525765895843506,3.492077112197876,gemma4:e4b
126,source_grounded,False,4.502186298370361,3.7470223903656006,3.877621650695801,3.7381513118743896,gemma4:e4b
127,source_grounded,False,3.928229808807373,3.621535539627075,3.6353704929351807,3.0890448093414307,gemma4:e4b
128,source_grounded,False,3.2472569942474365,3.1766867637634277,3.5801408290863037,3.035139799118042,gemma4:e4b
129,source_grounded,False,4.393418312072754,3.9364981651306152,4.129639148712158,3.698028326034546,gemma4:e4b
130,source_grounded,False,2.974766254425049,4.642807960510254,4.671473503112793,4.032708168029785,gemma4:e4b
131,source_grounded,False,3.179241895675659,3.6990652084350586,3.8042778968811035,3.1618359088897705,gemma4:e4b
132,source_grounded,False,2.361884593963623,3.761256217956543,3.386317014694214,2.489893913269043,gemma4:e4b
133,source_grounded,False,3.7497944831848145,4.059453010559082,4.256997108459473,3.7889721393585205,gemma4:e4b
134,source_grounded,False,4.733705520629883,4.248238563537598,4.439770698547363,4.473464488983154,gemma4:e4b
135,source_grounded,False,3.2398264408111572,3.940617084503174,4.225052833557129,3.881863594055176,gemma4:e4b
136,source_grounded,False,2.462343215942383,2.621586322784424,2.6959667205810547,2.3342981338500977,gemma4:e4b
137,source_grounded,False,2.8061325550079346,3.2507996559143066,3.7829744815826416,3.3814761638641357,gemma4:e4b
138,source_grounded,False,2.8166308403015137,2.867567300796509,3.204413414001465,2.6369447708129883,gemma4:e4b
139,source_grounded,False,3.3975818157196045,3.799006462097168,3.8583145141601562,3.100982427597046,gemma4:e4b
140,source_grounded,False,4.785342693328857,4.030963897705078,4.098223686218262,4.029436111450195,gemma4:e4b
141,source_grounded,False,2.452918291091919,4.218715667724609,4.2541704177856445,3.6414954662323,gemma4:e4b
142,source_grounded,False,3.119407892227173,4.112380504608154,4.169973373413086,3.5686745643615723,gemma4:e4b
143,source_grounded,False,3.4227986335754395,4.3039140701293945,4.226833343505859,3.715604543685913,gemma4:e4b
144,source_grounded,False,3.2413535118103027,4.319401741027832,4.439461708068848,4.104671478271484,gemma4:e4b
145,source_grounded,False,4.417769432067871,3.839904308319092,4.029718399047852,3.8818490505218506,gemma4:e4b
146,source_grounded,False,4.337957859039307,3.9267728328704834,4.089531898498535,3.9350013732910156,gemma4:e4b
147,source_grounded,False,2.059593677520752,3.009366512298584,3.3728392124176025,2.459031581878662,gemma4:e4b
148,source_grounded,False,1.975764513015747,3.5262231826782227,3.3775062561035156,2.2880258560180664,gemma4:e4b
149,source_grounded,False,2.3525302410125732,2.820694923400879,2.9938032627105713,2.369708299636841,gemma4:e4b
150,source_grounded,False,2.1234052181243896,2.5015127658843994,2.526005268096924,2.043552875518799,gemma4:e4b
151,source_grounded,False,3.869269371032715,3.7430245876312256,3.879387140274048,3.393603801727295,gemma4:e4b
152,source_grounded,False,3.253676414489746,3.6411969661712646,3.679065465927124,2.899487018585205,gemma4:e4b
153,source_grounded,False,3.771890640258789,3.6803715229034424,3.888617753982544,3.3318049907684326,gemma4:e4b
154,source_grounded,False,3.0532400608062744,3.0261876583099365,3.3218674659729004,2.795170307159424,gemma4:e4b
155,source_grounded,False,2.159909725189209,4.80097770690918,4.850393295288086,3.3732750415802,gemma4:e4b
156,source_grounded,False,2.7457709312438965,2.701671600341797,2.943840980529785,2.533130168914795,gemma4:e4b
157,source_grounded,False,3.1412978172302246,4.138491630554199,4.323648452758789,3.3981826305389404,gemma4:e4b
158,source_grounded,False,3.3126790523529053,3.607095956802368,3.954639196395874,3.616105079650879,gemma4:e4b
159,source_grounded,False,3.056051254272461,4.720100402832031,4.735623359680176,3.071383237838745,gemma4:e4b
160,source_grounded,False,1.3455610275268555,1.5797011852264404,1.597198247909546,1.3265752792358398,gemma4:e4b
161,source_grounded,False,2.4494316577911377,3.77608585357666,3.7585983276367188,2.6754961013793945,gemma4:e4b
